Date,Mean_Daily_Discharge_cfs,Mean_Daily_Discharge_cms,Discharge_Scaled
2003-03-26,46.8,1.325228421,2.650456841
2003-03-27,51.6,1.461149284,2.922298568
2003-03-28,42,1.189307557,2.378615114
2003-03-29,83.1,2.353129952,4.706259904
2003-03-30,52,1.472476023,2.944952046
2003-03-31,40.8,1.155327341,2.310654682
2003-04-01,64.9,1.837763344,3.675526688
2003-04-02,75.6,2.140753602,4.281507205
2003-04-03,30.1,0.852337082,1.704674165
2003-04-04,50.8,1.438495807,2.876991614
2003-04-05,33.3,0.942950992,1.885901983
2003-04-06,84.9,2.404100276,4.808200551
2003-04-07,31.9,0.903307406,1.806614813
2003-04-08,17.3,0.489881446,0.979762892
2003-04-09,48.5,1.37336706,2.746734119
2003-04-10,53.6,1.517782977,3.035565955
2003-04-11,61.9,1.752812804,3.505625608
2003-04-12,56.4,1.597070148,3.194140296
2003-04-13,39.5,1.11851544,2.237030881
2003-04-14,24.7,0.699426111,1.398852222
2003-04-15,65.3,1.849090082,3.698180165
2003-04-16,110,3.114853125,6.22970625
2003-04-17,-1.45,-0.041059428,-0.082118855
2003-04-18,47.3,1.339386844,2.678773688
2003-04-19,26.8,0.758891489,1.517782977
2003-04-20,42.6,1.206297665,2.41259533
2003-04-21,101,2.860001506,5.720003012
2003-04-22,38.3,1.084535224,2.169070449
2003-04-23,44,1.24594125,2.4918825
2003-04-24,45.3,1.282753151,2.565506301
2003-04-25,44.1,1.248772935,2.497545869
2003-04-26,27.7,0.784376651,1.568753301
2003-04-27,25.8,0.730574642,1.461149284
2003-04-28,53.1,1.503624554,3.007249108
2003-04-29,32.8,0.928792568,1.857585136
2003-04-30,68.5,1.939703992,3.879407983
2003-05-01,188,5.323567159,10.64713432
2003-05-02,114,3.228120511,6.456241023
2003-05-03,73.1,2.069961486,4.139922972
2003-05-04,75.4,2.135090233,4.270180466
2003-05-05,77.3,2.188892242,4.377784483
2003-05-06,104,2.944952046,5.889904091
2003-05-07,86.8,2.457902284,4.915804568
2003-05-08,100,2.831684659,5.663369318
2003-05-09,102,2.888318352,5.776636705
2003-05-10,112,3.171486818,6.342973637
2003-05-11,108,3.058219432,6.116438864
2003-05-12,209,5.918220938,11.83644188
2003-05-13,104,2.944952046,5.889904091
2003-05-14,89.2,2.525862716,5.051725432
2003-05-15,83.6,2.367288375,4.73457675
2003-05-16,80.4,2.276674466,4.553348932
2003-05-17,68.7,1.945367361,3.890734722
2003-05-18,68.8,1.948199046,3.896398091
2003-05-19,59.1,1.673525634,3.347051267
2003-05-20,95.7,2.709922219,5.419844438
2003-05-21,65,1.840595028,3.681190057
2003-05-22,61.9,1.752812804,3.505625608
2003-05-23,59.3,1.679189003,3.358378006
2003-05-24,60.6,1.716000903,3.432001807
2003-05-25,57.2,1.619723625,3.23944725
2003-05-26,50.9,1.441327492,2.882654983
2003-05-27,48.5,1.37336706,2.746734119
2003-05-28,48.8,1.381862114,2.763724227
2003-05-29,49.5,1.401683906,2.803367813
2003-05-30,47.4,1.342218528,2.684437057
2003-05-31,50.8,1.438495807,2.876991614
2003-06-01,42.3,1.197802611,2.395605222
2003-06-02,37.6,1.064713432,2.129426864
2003-06-03,47.2,1.336555159,2.673110318
2003-06-04,40.4,1.144000602,2.288001205
2003-06-05,42.7,1.209129349,2.418258699
2003-06-06,26.4,0.74756475,1.4951295
2003-06-07,61.2,1.732991011,3.465982023
2003-06-08,45.5,1.28841652,2.57683304
2003-06-09,53.1,1.503624554,3.007249108
2003-06-10,43.8,1.240277881,2.480555761
2003-06-11,47,1.33089179,2.66178358
2003-06-12,34.2,0.968436153,1.936872307
2003-06-13,39.1,1.107188702,2.214377403
2003-06-14,36,1.019406477,2.038812955
2003-06-15,35.9,1.016574793,2.033149585
2003-06-16,24.4,0.690931057,1.381862114
2003-06-17,30.8,0.872158875,1.74431775
2003-06-18,43.6,1.234614511,2.469229023
2003-06-19,29.5,0.835346974,1.670693949
2003-06-20,34,0.962772784,1.925545568
2003-06-21,28,0.792871705,1.585743409
2003-06-22,28.2,0.798535074,1.597070148
2003-06-23,33.3,0.942950992,1.885901983
2003-06-24,27.8,0.787208335,1.574416671
2003-06-25,19.4,0.549346824,1.098693648
2003-06-26,49.6,1.404515591,2.809031182
2003-06-27,44.8,1.268594727,2.537189455
2003-06-28,37.2,1.053386693,2.106773386
2003-06-29,38.2,1.08170354,2.16340708
2003-06-30,34.9,0.988257946,1.976515892
2003-07-01,28.1,0.795703389,1.591406778
2003-07-02,24,0.679604318,1.359208636
2003-07-03,35.5,1.005248054,2.010496108
2003-07-04,28.6,0.809861813,1.619723625
2003-07-05,31.8,0.900475722,1.800951443
2003-07-06,43.9,1.243109565,2.486219131
2003-07-07,46.9,1.328060105,2.65612021
2003-07-08,37.4,1.059050063,2.118100125
2003-07-09,39.8,1.127010494,2.254020989
2003-07-10,31.8,0.900475722,1.800951443
2003-07-11,40.6,1.149663972,2.299327943
2003-07-12,29.7,0.841010344,1.682020688
2003-07-13,23.6,0.66827758,1.336555159
2003-07-14,13,0.368119006,0.736238011
2003-07-15,98.7,2.794872759,5.589745517
2003-07-16,48.9,1.384693798,2.769387597
2003-07-17,55.1,1.560258247,3.120516494
2003-07-18,15.8,0.447406176,0.894812352
2003-07-19,30.7,0.86932719,1.738654381
2003-07-20,38.2,1.08170354,2.16340708
2003-07-21,45.3,1.282753151,2.565506301
2003-07-22,29.7,0.841010344,1.682020688
2003-07-23,24.3,0.688099372,1.376198744
2003-07-24,24.3,0.688099372,1.376198744
2003-07-25,10.1,0.286000151,0.572000301
2003-07-26,45.3,1.282753151,2.565506301
2003-07-27,41.4,1.172317449,2.344634898
2003-07-28,22.8,0.645624102,1.291248205
2003-07-29,18.2,0.515366608,1.030733216
2003-07-30,23.8,0.673940949,1.347881898
2003-07-31,37.1,1.050555009,2.101110017
2003-08-01,47.3,1.339386844,2.678773688
2003-08-02,30.1,0.852337082,1.704674165
2003-08-03,41.9,1.186475872,2.372951744
2003-08-04,32.5,0.920297514,1.840595028
2003-08-05,28.1,0.795703389,1.591406778
2003-08-06,29,0.821188551,1.642377102
2003-08-07,27.4,0.775881597,1.551763193
2003-08-08,25.7,0.727742957,1.455485915
2003-08-09,25.4,0.719247903,1.438495807
2003-08-10,30.3,0.858000452,1.716000903
2003-08-11,36.3,1.027901531,2.055803063
2003-08-12,16.8,0.475723023,0.951446045
2003-08-13,21.8,0.617307256,1.234614511
2003-08-14,22.7,0.642792418,1.285584835
2003-08-15,25.5,0.722079588,1.444159176
2003-08-16,30.5,0.863663821,1.727327642
2003-08-17,18.5,0.523861662,1.047723324
2003-08-18,11.2,0.317148682,0.634297364
2003-08-19,29.4,0.83251529,1.66503058
2003-08-20,14.3,0.404930906,0.809861813
2003-08-21,43.3,1.226119457,2.452238915
2003-08-22,19.1,0.54085177,1.08170354
